kdrama_id,drama_name,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop
2316b442002e46ecb9918f7863758175,Dalgona Season 2,2021,,,South Korea,Drama,6,900,2021-10-11,2021-10-28,"Monday, Thursday",,Not Yet Rated,A drama that depicts the process of future generations developing a sense of integrity while standing up against discrimination and injustice in everyday life.(Source: kpopmap) ,56972,99999
ec13ce08ba544e99a7d1ce3f3bab6a2e,The King's Affection,2021,"['Song Hyun Wook', 'Lee Hyun Suk']",['Han Hee Jung'],South Korea,Drama,20,4200,2021-10-11,2021-12-14,"Monday, Tuesday",KBS2 Netflix,15+ - Teens 15 or older,"The story is set during the Joseon Dynasty, at a time when twins were considered an ominous sign. As a result, when the Crown Princess Consort gives birth to twins, an order is sent to kill the daughter. To save her, she is secretly sent out of the palace.A few years later, the twin daughter Dam Yi returns to the palace to work as a maid. When the male twin, Lee Hwi, loses his life through a case of mistaken identity, their mother, having recognised her daughter as court maid Dam Yi, persuades her to take Lee Hwi's place. Although she distances herself from everybody, Dam Yi starts developing feelings for Jung Ji Woon, her original first love and later teacher who comes from a noble family.(Source: Wikipedia)~~ Adapted from the manhwa ""Yeonmo"" (연모) by Lee So Young (이소영).",1029,225
7da80bf1cde3487eab5b3055c524fc15,Real Siblings,2021,,,South Korea,Drama,7,240,2021-10-09,2021-10-30,"Wednesday, Saturday",,Not Yet Rated,A realistic story of a real brother and sister.(Source: 씬앤박스 SCENE AND BOX on Youtube) ,99999,99999
d0e6ea87a05d495fafeaafebf203d46b,I Ate Well Today,2021,,,South Korea,Drama,4,600,2021-10-08,2021-10-29,Friday,,Not Yet Rated,,57388,99999
4b5c084242494cd3865068f903e1e2e7,Peng,2021,['Baek Min Hee'],['Han Soo Ji'],South Korea,Drama,10,1140,2021-10-07,2021-11-05,"Thursday, Friday",,15+ - Teens 15 or older,"Saying goodbye to her twenties, thirty-year-old Go Sa Ri welcomes this new decade of her life with open arms. Leaving behind the tangled mess of her twenties, Sa Ri is ready to make a fresh start. But walking away from the past is proving more difficult than she ever imagined. Having recently broken up with her boyfriend, Sa Ri was hopeful she had left that part of her life in the past. But when he makes an unexpected return, things get complicated. As if dealing with her ex wasn’t confusing enough, Sa Ri begins to realize that one of her oldest friends, Pi Jung Won, has started to develop feelings for her. As she attempts to sort out her own feelings for the talented artist, Sa Ri finds herself frequently crossing paths with Ki Sun Jae, the handsome and friendly CEO of the company where she works. Though it’s not always easy to tell what Sun Jae is thinking, there are times when a single look from him is enough to make her confused heart flutter. To make matters worse, Sa Ri finds that she has inadvertently captured the attention of Yeon Ha Rim. Despite the fact that he’s several years younger than her, he has no qualms about expressing his feelings.Inadvertently drawing the attention of four different men, Sa Ri finds herself completely unsure of what to do next. How can she find a way to move forward when every path seems blocked by a complicated mess of feelings?(Source: Viki)",8028,2572
a8351bb5d93847e9bcb31cd306598efc,Jinx,2021,['Nam Tae Jin'],['Moon Woo Young'],South Korea,Drama,10,1200,2021-10-06,2021-11-06,"Wednesday, Saturday",Daum Kakao TV,15+ - Teens 15 or older,"Kyu Han, a seemingly ordinary student, is cursed with an unlucky jinx. Every time he sneezes, things go exactly the opposite of what he hopes, forcing him into all sorts of unfortunate situations in his daily life. However, despite his supernatural bad luck, he still romantically chooses to pursue his one-sided crush, believing that if he just tries his hardest, there’s nothing he can’t achieve.",6144,4848
4d7e37bb0a624bd28f011da2e13e1f38,A Beauty of Revenge,2021,,,South Korea,Drama,5,600,2021-10-05,2021-11-02,Tuesday,,Not Yet Rated,A story about a girl Park Minsun getting revenge on her bullies by changing her appearance and identity. She executes a plan to damage the leader of the delinquent group who has sociopathic tendencies.~~ Based on the the web drama 'Multi Personality Girl EP0' (2019). ,9014,4145
e8f4d7f0dc6f4d5385bce7f32bf36b57,The All-Round Wife,2021,['Choi Ji Yeong'],['Kim Ji Wan'],South Korea,Drama,122,2100,2021-10-04,2022-04-08,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1,15+ - Teens 15 or older,"A drama centered around the district of Gangnam and Seo Cho Hee, a woman who struggles to improve the quality of life with a house. It has a realistic family message that happiness is not about the house but about the family that lives in it.(Source: Naver) ",56592,9778
358fea5c301d4304855d4c720f24bf73,Mumul Zzumul,2021,,,South Korea,Drama,14,960,2021-09-29,2022-01-12,Wednesday,Channel A,Not Yet Rated,"Depicting problems like bullying, dating, gaslighting and friendship issues surrounding high school teenagers.(Source: Xavier Ng at MyDramaList) ",45760,99999
7fc3fd46570d4835a27a0f51a387860b,The Moment the Heart Shines,2021,,,South Korea,Drama,13,1800,2021-09-28,2021-12-21,Tuesday,EBS,13+ - Teens 13 or older,Depicts the story of teens in current era of digital and will show a heart-fluttering high school romance.(Source: Naver) ,6377,4104
8de57ce4c47040ef82252f6bc3987439,Young Lady and Gentleman,2021,['Shin Chang Seok'],['Kim Sa Kyung'],South Korea,Drama,52,4200,2021-09-25,2022-03-27,"Saturday, Sunday",KBS2,15+ - Teens 15 or older,"Lee Young Kook is a widower with three children. He still hasn’t gotten over the death of his wife. He decides to hire Park Dan Dan as a live-in tutor for his kids, and he becomes attracted to her. Meanwhile, Park Dan Dan has a bright and positive personality despite her harsh situation.(Source: AsianWiki) ",7000,1049
d753b5b97c234b9d93462b3e0c45208d,The Tasty Florida,2021,"['Yang Kyung Hee', 'Yang Kyeong Hui']",,South Korea,Drama,8,660,2021-09-24,2021-10-15,Friday,,13+ - Teens 13 or older,"Having just moved in, college freshman Seo Hae Won isn’t sure what to think of the guesthouse he now calls home. With Florida Banjeom, a popular Chinese restaurant, comfortably settled up on the roof, people from far and wide are always running in and out of the building. But it’s not the constant stream of guests that has Hae Won concerned; it’s the fact that the restaurant’s owner and head chef, Baek Eun Kyu, seems to have a serious problem with him. Having been recommended for a part-time job at the restaurant by Cha Ji Soo, a fellow restaurant owner, Hae Won thought he would easily fit in with the staff; but for some reason, Eun Kyu seems to instantly dislike him. Despite the fact that he can’t figure out why his boss is so bothered by him, Hae Won finds himself fitting in nicely with his fellow staff members, Ha Jin and Joo Seo Hyuk. It isn’t long before he’s drawing as much attention from the restaurant patrons as his equally handsome co-workers. With such a good-looking staff, there’s never a shortage of admirers at the Florida Banjeom. It comes as no surprise to Hae Won that almost everyone who visits the restaurant eventually falls for the devastatingly handsome Eun Kyu. What does surprise him is when he realizes that he himself has fallen. But will he ever be able to win the heart of his cold-hearted boss? (Source: Viki)",6367,754
f8d993bdd57b41f0a908ad91263def5a,Hometown,2021,['Park Hyun Suk'],['Cho Hyun Hoon'],South Korea,Drama,12,4200,2021-09-22,2021-10-28,"Wednesday, Thursday",tvN,15+ - Teens 15 or older,"Set in a smallrural town in 1999 where a recording tape containing a mysterious serial murder and an unidentified bizarre sound is discovered.In 1989, terrorist Jo Kyung Ho came back to South Korea after studying in Japan and released sarin gas at a train station in his hometown, killing passengers and subsequently being sentenced to life in prison after turning himself in. His daughter, Jo Jae Young, is sent to live with her aunt, Kyung Ho's younger sister, Jo Jung Hyun.Ten years later, a murder case takes place in the small town with Detective Choi Hyung being put in charge. Suspecting that the case is somehow related to the terrorists, Choi Hyung, who is consumed with the guilt of failing to prevent his wife’s death 10 years ago in the terrorist attack, begins investigating when Jung Hyun's niece suddenly goes missing. Jung Hyun now must come face to face with tragedy once again and she teams up with Choi Hyung to discover the truth and find her niece.(Source: Soompi, NamuWiki, AsianWiki)",5718,2112
ddc829b4c170484d94efedfb4cb29f3d,Dali and the Cocky Prince,2021,['Lee Jung Sub'],['Son Eun Hye'],South Korea,Drama,16,3900,2021-09-22,2021-11-11,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"As a young boy, Moo Hak grew up in the market as a peddler. Although he is ignorant, he is strong-willed and knows how to make money. He is now the managing director of Dondon F and B, a global restaurant chain that his family started as a small gamjatang diner. However, he isn't dignified and only cares about money. He meets Da Li, the only daughter and child of an upper-class family who runs an art gallery. She has a profound deep knowledge of things. She gets faced with bankruptcy due to her father's sudden death and begins a hard life. Moo Hak and Da Li start a relationship as a creditor and debtor over the art gallery. Will these two polar opposites understand each other and fall in love?(Source: Viki)",562,239
0d9d0a24e2b848aaa255f3843b0841bc,Welcome to the Sandbox,2021,,,South Korea,Drama,2,420,2021-09-19,2021-09-30,,,Not Yet Rated,,61037,99999
46d968a040594c5a92ac049bd022dc24,One the Woman,2021,['Choi Young Hoon'],['Kim Yoon'],South Korea,Drama,16,4200,2021-09-17,2021-11-06,"Friday, Saturday",SBS,15+ - Teens 15 or older,"Yeon Joo is an elite prosecutor who started from the bottom. Although known as the best in corruption investigations for the Supreme Prosecutor’s Office, she suffers amnesia after a car crash when chasing a suspect. As she wakes, she finds herself being Kang Mi Na, the daughter-in-law of the conglomerate Hanju Group. Before her disappearance, Mi Na was a troublemaker born out of wedlock. Now sitting in her position, Yeon Joo is not able to hide her rough and outspoken nature. She then meets Seung Wook, a conglomerate who visits his first love Mi Na to reveal the truth of his father’s death. Will Yeon Joo and Mi Na be able to regain their lost memories in this mystery and succeed in true love?(Source: Viki)",1516,984
6643d91423d449e0a5b1375a3fe62c43,The Veil,2021,['Kim Sung Yong'],['Park Seok Ho'],South Korea,Drama,12,4200,2021-09-17,2021-10-23,"Friday, Saturday",MBC,15+ - Teens 15 or older,"A Korean-style spy investigation show with a story about a top National Intelligence Service (NIS) agent. In his endeavor to uncover the internal traitor that brought him to his downfall, he confronts a much bigger enemy behind the organization. Han Ji Hyuk is the top field agent in the NIS. He isheld in awe by his colleagues for his perfect record and skill at completing missions. He hadbeen driving an organized crime syndicate into a cornerwhen he vanished off the face of the earth, but he returns in the most horrific state and doesn't remember anything that happened within the last year. With his memory lost, Ji Hyuk gets assigned to a team with minor tasks. While on the team, he meets Je Yi, who is delicate and heartwarming but with a painful past.Seo Soo Yeon is the head of team 4 of the Crime Information Center who is excellent at performing her duties and solving cases. She has great affection for people, and she especially cares for her teammates.(Source: Soompi, Viki, MBC Global Media)",821,851
dbd263bed8d8402797d1a7e87d26d3e2,Yumi's Cells,2021,['Lee Sang Yeob'],"['Song Jae Jung', 'Kim Yoon Joo', 'Kim Kyung Ran']",South Korea,Drama,14,4200,2021-09-17,2021-10-30,"Friday, Saturday",TVING tvN,13+ - Teens 13 or older,"Controlled by a complex network of cells, each and every human on the planet is kept running by an unseen operating system that is, for the most part, completely ignored. Though humans never give much thought to how they manage to function, day in and day out, the cells within the human body are constantly at work, doing their part to keep their humans alive and well. This is why on the outside, Kim Yoo Mi may appear to be just like every other single working woman in the world, but underneath that ordinary exterior lies something truly extraordinary. Having recently suffered a painful breakup, Yoo Mi’s love cells have fallen into a deep coma. While the surrounding cells work hard to revive their fallen compatriots, Yoo Mi spends her days stuck in the grind of everyday life. With a heart still broken and no romantic prospects, Yoo Mi’s love cells might have been in serious trouble had it not been for the sudden appearance of Goo Woong. An emotionally stunted game developer, Goo Woong has no idea how to express his true feelings, but after meeting Yoo Mi, he finds himself wanting to try. With his own love cells unexpectedly sparking Yoo Mi’s back to life, things between the two start to get interesting.  With both Yoo Mi and Goo Woong’s cells working overtime, the two find themselves drawing ever closer. But will the efforts of this small collection of cells really be enough to bring two hearts together forever?(Source: Viki)~~ Adapted from the webtoon ""Yumi's Cells"" (유미의 세포들) by Lee Dong Geon (이동건).",650,245
c379f71b8260451b92540de57a2d2776,Squid Game,2021,,,South Korea,Drama,9,3600,"Sep 17, 2021","Sep 17, 2021",Friday,Netflix,18+ Restricted (violence & profanity),"After a failed business venture, the debt-ridden chauffeur Seong Gi Hun lives his life gambling away the money he mooches off his elderly mother while failing to provide for her and his estranged daughter. When his life finally hits rock bottom, he receives an irresistible offer promising him a ₩45.6 billion prize in exchange for winning traditional Korean children's games against 455 other players, among them his childhood friend Cho Sang Woo. Commencing the games, the participants soon learn of the deadly consequences that come with losing.(Source: MyDramaList)",548,24
79e96981597649749c5cf66539caf375,Straight Sassy,2021,,,South Korea,Drama,8,420,2021-09-12,2021-12-05,,,Not Yet Rated,,61000,99999
4b9d9f17befb4c23b5141bc716f6f935,Can You Deliver Time? 2002,2021,,,South Korea,Drama,8,900,2021-09-10,2021-10-29,Friday,,Not Yet Rated,"Kim Woo Ri is a 20-year-old freshman. She dreamed of being a normal kid who could live free and independent. However, because the coronavirus is spreading, it makes her unable to do anything.One day she had a big fight with her mother. She wanted to live alone, but her mother wouldn't let her. The next day, she order her favorite food, and suddenly she was sent back to year 2002.(Source: filiaang at MyDramaList)",3292,8640
31f99c81479348549ec256f0dbee2289,Love in Black Hole,2021,['Hong Chung Gi'],,South Korea,Drama,12,600,2021-09-10,2021-10-16,"Friday, Sunday",Tencent Video,15+ - Teens 15 or older,"Tells the story of a college student namedEun Ha, who one day receives an anonymous love letter through a supernatural portal - the white hole!(Source: Allkpop) ",7803,4473
1c17f39681f54c8383b7dcfe7fe14abc,Some Air,2021,,,South Korea,Drama,10,960,2021-09-10,2021-11-12,Friday,,Not Yet Rated,"Depicts the romantic meeting of four men and women in a thrilling airplane, an airport, and an unfamiliar city.(Source: Naver) ",49487,13849
1295979ebb9e41da9ffacb5de8f91d6d,Mokkoji Kitchen,2021,,,South Korea,Drama,9,600,2021-09-06,2021-11-08,Monday,,13+ - Teens 13 or older,"A sweet and salty love recipe dramathat revolves around chef Moo Young, who runs a one-person fusion Korean restaurant, and college student Ro In, who knows all the delicious restaurants. The two fatefully become intertwined in each other’s lives and end up sharing food to fill their hearts.(Source: Naver) ",6364,5678
9d3c7f0b35284b4ca547e9d74c5a0edc,High Class,2021,['Ashbun'],,South Korea,Drama,16,4200,2021-09-06,2021-11-01,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"A mystery suspense drama about the dangerous lies and hypocrisieshidden behind the perfect lives of the women who live in the top 0.1 percent of society.Song Yeo Wool, who loses everything when she is framed for her husband’s murder. Nam Ji Sun, the “queen bee” among the mothers at the international school where Song Yeo Wool’s son attends. Danny Oh, a teacher at the school and a former ice hockey player. Hwang Na Yoon, a single mother who is the only one who is friendly to Song Yeo Wool. Cha Do Young, a former top actress who follows Nam Ji Sun around because she wants to be back in the spotlight.",4471,2486
4ca31b1d115e428e8068f3bdbe2aa22c,Lost,2021,"['Hur Jin Ho', 'Park Hong Soo']",['Kim Ji Hye'],South Korea,Drama,16,4200,2021-09-04,2021-10-24,"Saturday, Sunday",iQiyi jTBC,15+ - Teens 15 or older,"At forty years old, Lee Boo Jeong has lost her way. She feels like she has reached the end of her potential and achieved absolutely nothing. Lee Kang Jae is twenty-seven, a man at the end of his youth, and though ""afraid of nothing,"" feels afraid his life will never amount to anything. ""Lost"" tells the story of ordinary people walking towards the light who suddenly realize that 'nothing has happened' in the middle of the downhill road of life. It depicts the most ordinary daily life standing on the edge of darkness rather than light, a life where one cannot easily choose.(Source: JTBC, OSEN)",557,1101
20ef4cabdc7c4d4f8fc702438e317230,Translation-needed Love Season 3,2021,,,South Korea,Drama,4,480,2021-09-03,2021-09-24,,,Not Yet Rated,,56009,99999
54dd0755cd11448fbe61392320aeeae8,No One Special,2021,,,South Korea,Drama,16,480,2021-08-31,2021-10-22,"Tuesday, Friday",,Not Yet Rated,,99999,99999
f47ffb4cea3f4c9d8bda5831e1dc1974,You Raise Me Up,2021,['Kim Jang Han'],['Mo Ji Hye'],South Korea,Drama,8,2520,"Aug 31, 2021","Aug 31, 2021",Tuesday,,15+ - Teens 15 or older,"A comedy-drama surrounding Do Yong Shik, who is experiencing decreased sex drive in his 30s, as he reunites with his first love Lee Ru Da, who is his urologist. 31-year-old Do Yong Shik, who is preparing for his civil service examination. Not only has he put on weight while studying for the exam, but he also has to get treated by a urologist. However, he despairs when he meets his doctor, who is his first love. Urologist Lee Ru Da has exceptional visuals and comes from an affluent family; the only problem is her overconfident boyfriend. To bring him down a notch, she bragged about her amazing first love. However, when Lee Ru Da reunites with him at the hospital, he is not the person he used to be. To save face, she starts a mission to help him raise his self-esteem. Lee Ru Da’s problematic boyfriend Do Ji Hyuk is a psychiatrist who runs a psychological counseling center in the same building as Lee Ru Da. He was born in a wealthy family, is a private practice physician, and has flawless visuals, making him a man who seems to have everything. The only problem is that he’s also too aware of these facts. Getting high on his charms, he has a talent for making his girlfriend angry.",3380,1419
832bc2f802074384b637cc68de2cd1ca,The Guys I Want to Catch,2021,,,South Korea,Drama,10,960,2021-08-30,2021-11-01,Monday,,15+ - Teens 15 or older,"Four rookie cops in Noryangjin, who failed their police exams, are known to all as ‘The F-4’. That’s ‘F’, as in ‘Failure’. Witness them pursuing criminals who have violated the law in varying ways. Do the bad guys even need to worry ‘The F-4’ is hot on their trails?! (Source: Soompi; Edited by Lee C) ",53549,6616
38b77aa16d9a4c0386ecef9bb6477279,Peach of Time,2021,"['Park Sun Jae', 'Jang Eui Soon']",['Yang Joo Hyun'],South Korea,Drama,10,1620,2021-08-30,2021-09-27,"Monday, Tuesday",Tencent Video,15+ - Teens 15 or older,"Peach, a 22-year old Thai boy, takes a daring step in his life and decides to  fly to Korea to meet his Korean friend, Yoon Oh. They first met when Yoon Oh visited the restaurant Peach's parents own in Phuket.Everything seems perfect for Peach. He finally realized his dream! On top  of that, as he stays in his friend's house, the two can finally be together.  But something just doesn't seem right. Sung Suk, Yoon Oh’s mother,  seems to be cautious and reserved in Peach's presence. She is harsh with  her son and Peach soon realizes that the two do not get along well.Willing to help his friend, Peach takes matters in his own hands and tries  to mend the strained relationship. He just wants Yoon Oh to be happy...  and if he can make it happen, he will! But what is that weird feeling in Peach's heart? Does he like Yoon Oh...? (Source: hanyang-bls.com)",5925,863
b27d22a8e87b4749a532a276d1b3d196,Lovers of the Red Sky,2021,"['Jang Tae Yoo', 'Nam Tae Jin']",['Kim Young Young'],South Korea,Drama,16,4200,2021-08-30,2021-10-26,"Monday, Tuesday",SBS Viki ViuTV,15+ - Teens 15 or older,"During the Joseon Dynasty, a young woman named Hong Chun Ki is a painter – a true rarity in Joseon Korea, where Confucian values dictate that such pursuits are unsuitable for a woman. She was born blind, but somehow managed to acquire a sense of vision. Now she has been accepted to the most prestigious art college in the land.One day, she meets Ha Ram, an astrologer whose fate is the polar opposite of her own: Although he was born sighted, he lost his vision in a childhood accident. Regardless, he is also in possession of an astounding talent that allows him to read the future by tracing the movement of the sky at night, despite the fact that he is blind.The duo is sucked into the machinations of the royal court, particularly those involving two princes, the free-spirited Prince Yang Myung, and the cruel, scheming, Prince Joo Hyang – a man who longs to become the next Joseon king.(Source: Viki)~~ Adapted from the novel ""Hong Chun Ki"" (홍천기) by Jung Eun Gwol (정은궐).",1413,372
08a4b2f383a742a79bf0a0f5983108e0,Hometown Cha-Cha-Cha,2021,['Yoo Je Won'],['Shin Ha Eun'],South Korea,Drama,16,4800,2021-08-28,2021-10-17,"Saturday, Sunday",Netflix tvN,15+ - Teens 15 or older,"After a conflict with her boss, dentist Yoon Hye Jin escapes the city to a seaside village where she'd vacationed to before as a little girl. When she learns the village is without a dentist, she decides to set up her practice there permanently. As the former city-dweller's stiff and guarded demeanor almost immediately rubs the locals the wrong way, in steps the free-spirited jack of all trades, Hong Do Shik. There to help her learn to navigate life in a small village, albeit they don't hit it off well at first.(Source: bbchops at MyDramaList)",197,42
69ed687932e44979b0eca7df683fec7f,Horror Mailbox,2021,,,South Korea,Drama,8,540,"Aug 27, 2021","Aug 27, 2021",,,Not Yet Rated,"Dread Mailbox is drama created, based on the calls and stories  of viewers, recorded through phone number 1855-0666.  It can be real experiences, stories heard somewhere, or imaginary ghost stories. Number is still active, and network encourages to continue sharing stories, using it. Each of the people whose story was featured in the series was awarded an airpod.(Source: Youtube site of 스튜디오 룰루랄라- studio lululala) ",47754,99999
a1514f42942a43668a3ac869d8e916b4,Don't Worry Apricot,2021,,,South Korea,Drama,5,1200,2021-08-27,2021-09-24,Friday,Tooniverse,G - All Ages,"Depicting the story of elementary school student Gye Sal Gu, who is always short of pocket money. One day, a magical bankbook with money falls from the sky.(Source: Cnews) ",53080,99999
d4d060cfc1ff4c9bbf42f88914566a89,D.P.,2021,,['Kim Bo Tong'],South Korea,Drama,6,3000,"Aug 27, 2021","Aug 27, 2021",Friday,Netflix,15+ - Teens 15 or older,"Private soldier Jun Ho is a confused youth who served in the military normally like other Koreans. One day, he suddenly becomes a member of the military defector arrest team. As such, he is tasked with capturing deserters and must grapple with the more troubling cases of why some soldiers feel they have no other choice but go absent without official leave.(Source: NamuWiki, DramaWiki)~~ Adapted from the webtoon ""D.P Dog Day"" (D.P 개의 날) by Kim Bo Tong (김보통).",135,187
684a31b2053b425c9fd4c96085b73282,Check Out the Event,2021,"['Lee Han Joon', 'Kim Ji Hoon']",['Kim Tae Joo'],South Korea,Drama,4,3000,2021-08-14,2021-09-04,Saturday,iQiyi MBC,15+ - Teens 15 or older,"Cheerful and lovable Song Yi, who is frank about her feelings, believed in her mother’s words that the plants never betray you, unlike people, and became a botanical garden curator. However, as her boyfriend Do Kyum who was her everything dumps her, she couldn't live proudly anymore and becomes lethargic. Do Kyum who is feisty and self-respecting is a vocalist of an indie music band. As his crew was getting reputation, he suddenly announces its disband and asks Song Yi for a breakup. When Song Yi continuously tries to win Do Kyum’s heart back but keeps failing, she wins a ticket to Jeju Island through a competitive rate 500:1 and decides to take Do Kyum with her. Will this trip make any difference between the two?(Source: Viki)",7393,2755
8c3ebf3e599b45198ac12f499d20f9c7,My Lovely Caffeine,2021,,,South Korea,Drama,1,1020,"Aug 13, 2021","Aug 13, 2021",,,Not Yet Rated,A simple love story between a man who wants to live freely and a woman who wants to show his good side to him. (Source: 라제떼 D LAJETEE DRAMA YouTube) ,61874,99999
e31013dc3a024e9cb4e6c2aa9ac7bb90,Idol and I,2021,,,South Korea,Drama,5,420,2021-08-12,2021-09-09,Thursday,Naver TV Cast,Not Yet Rated,"Follows the story of two young people, Seo Ji Yu who works part-time at a cafe during the day, and is a web novel writer at night, and Kang Ri Hyun, a popular idol trainee who has lost his memory.(Source: Spanish = Drama.fandom.com || Translation = myotalmy at MyDramaList) ",59954,99999
48dfcbd6e89d40d09f431cf453ff1551,Second Husband,2021,['Kim Chil Bong'],['Seo Hyun Joo'],South Korea,Drama,150,2100,2021-08-09,2022-04-05,"Monday, Tuesday, Wednesday, Thursday, Friday",MBC,15+ - Teens 15 or older,"It revolves around Bong Seon Hwa and her family surrounding a confectionery company. She underwent an unfortunate childhood, but due to her strong and positive personality, she rises up. Growing up in same neighborhood she had a long relationship with Moon Sang Hyuk. But, when she unjustly loses her family due to a tragedy born out of an unstoppable desire, she pledges revenge in the mixed fate and love.(Source: Wikipedia) ",4758,3452
e9004b8c487b45b79eba6a959b01ea36,Police University,2021,['Yoo Kwan Mo'],['Moon Jung Min'],South Korea,Drama,16,4200,2021-08-09,2021-10-05,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"Hacking was the only way out of Kang Sun Ho’s miserable life ever since his parents passed away in an accident when he was just ten. He eventually puts his genius hacking skills into practice in an attempt to steal illegal gambling funds to pay for his adoptive father’s cancer surgery.One day, Sun Ho bumps into a charismatic judo girl, Oh Kang Hee, and falls in love at first sight. Just to be with her, he sets a goal to get an acceptance letter from the same university as Kang Hee’s and eventually gets accepted. However, he does not expect a familiar face from his previous misdemeanor, Yoo Dong Man, to greet him as his professor. At first, he’s not very pleased to see him again, but he gradually grows fond of Dong Man, the man of justice, to the point where he respects Dong Man’s philanthropic and brave nature as they continue to bicker with one another. Just like that, what started as love, at first sight, becomes Sun Ho’s life goal, a police officer.(Source: Viki)",2560,518
69243e93b048442ba6d6d9057129a021,The Road: The Tragedy of One,2021,['Kim No Won'],['Yoon Hee Jung'],South Korea,Drama,12,4800,2021-08-04,2021-09-09,"Wednesday, Thursday",tvN,15+ - Teens 15 or older,"A story of the secrets, desires, guilts, and salvation of residents who live at ""Royal the Hill,"" a place where only the top 1 percenters live. Baek Soo Hyun is a popular and respected anchorman. He is known as a journalist with strong beliefs. When he states something on camera, viewers take his words as the truth. Yet, Baek Soo Hyun has another side; he's cold-hearted, and when he wants something, he gets it no matter what and will use any and all means to get what he wants. He is married to Seo Eun Soo, and they have children. Seo Eun Soo is the daughter of the chairman of the Jegang Group and married to Anchorman Baek Soo Hyun. Her father is powerful enough that he wields heavy influence in the political and economic worlds. Seo Eun Soo is a popular miniature artist. She prioritizes her family and tries never to lose her dignity, but she encounters tragedy. Seo Eun-Soo attempts to protect her family. Cha Seo Young is an announcer for a broadcast station. She has everything, including a prestigious job, exemplary educational background, and a beautiful appearance, but she is rarely satisfied with what she has.(Source: Naver, AsianWiki)~~ Adapted from the novel ""One Tragedy"" (一の悲劇) by Norizuki Rintaro (法月綸太郞).",6756,4067
2bc3dc40af72441abde7e41d4164e260,2021 Summer Drama Collage: Monster Mansion,2021,['Jo Ba Reun'],,South Korea,Drama,8,1500,2021-07-30,2021-08-19,,Genie TV,18+ Restricted (violence & profanity),An anthology work that captures the strange and eerie real-life horror that happens while webtoon writer Ji Woo reports on the abandoned apartment Gwanglim Mansion.(Source: Korean = Naver || Translation = MyDramaList) ,51597,7797
00b588ca30904308967ef003d04c2efb,The Great Shaman Ga Doo Shim,2021,['Park Ho Jin'],,South Korea,Drama,12,1200,2021-07-30,2021-10-08,Friday,Daum Kakao TV Viki,15+ - Teens 15 or older,"Na Woo Soo is the very picture of high school perfection: He comes from a wealthy family, is outstandingly handsome, is every teacher’s favorite student at Seoul’s most prestigious high school, and unfailingly tops the class with his sky-high grades. But his life is about to turn on its head: The student with the lowest grades in his class is found dead in what at first appears to have been a suicide, and a girl named Ga Doo Shim transfers into his class.Ga Doo Shim longs to be a run-of-the-mill high schooler, but she is fated to become a mighty, evil spirit-chasing shaman. The only problem is she struggles to see spirits, both evil and benevolent. Her grandmother once told her that if she could survive being 18, she would be able to live a normal life. But the death of the student with low grades soon turns out to have a supernatural link. And furthermore, she soon learns that Na Woo Soo has suddenly gained the ability to see spirits. Together, they realize, they have the power to fight back against the powers of evil, which are now threatening to overrun the school. But could their ghost-busting partnership one day blossom into romance?(Source: Viki)",2349,702
a3ed7879ded544689b67cf957a8fabc8,Someday Office,2021,,,South Korea,Drama,8,600,2021-07-28,2021-09-15,Wednesday,,Not Yet Rated,,99999,99999
2806560cb1b94898936fbd4a019969c3,Blue Birthday,2021,['Park Dhan Hee'],,South Korea,Drama,16,1200,2021-07-23,2021-09-11,"Friday, Saturday",Naver TV Cast Viki,15+ - Teens 15 or older,"A fantasy romance drama in which Oh Ha Rin will revisit the past through mysterious photos left by her first love, Ji Seo Jun, who died on her birthday 10 years ago. He had resolved to confess to his childhood friend since elementary school but he ended up taking his own life, much to her shock and horror. He was about to confess to her when he met his sudden death in the photography room.She currently works at an abandoned pet shelter, but on the 10th anniversary of the incident, she comes into possession of some photos that her first love left behind. Ha Rin, whose painful memories were relighted again, decides to burn all the pictures. When she burned the pictures, she suddenly realized she was back to the day the pictures were taken 10 years ago. The camera only has 8 pictures, so Ha Rin only has 8 chances to go back in time.(Source: Soompi, 韩剧TV)",1248,687
095b0dafb5534f6bb53d475580749777,Focus to You 2,2021,,,South Korea,Drama,6,420,2021-07-22,2021-08-26,Thursday,,Not Yet Rated,,55823,99999
